region,lat,lon,tile_basename,hand_lambda_m,chosen_lambda_m,chosen_crest_az_deg,chosen_prom_frac,chosen_rel_power,within_tol,confidence,pct_diff_from_hand,n_candidates,all_candidates
GrandErgOccidental,30.5,0.0,GrandErgOccidental_lat30p50_lon00p00,2800.0,2868.0,198.8,1.0,0.002,True,high,2.4,14,70@109(p1.00);223@104(p0.16);334@101(p0.21);671@211(p0.59);1132@206(p0.92);1514@249(p0.95);1802@196(p0.66);2145@194(p0.32);2409@189(p0.88);2868@199(p1.00);4064@171(p1.00);4838@171(p1.00);5759@204(p1.00);7265@211(p1.00)
GrandErgOccidental,30.5,0.5,GrandErgOccidental_lat30p50_lon00p50,1900.0,1700.3,166.2,0.551,0.013,True,high,10.5,16,41@269(p1.00);398@234(p0.27);502@226(p0.18);598@261(p0.50);799@254(p0.72);951@251(p0.47);1200@264(p0.85);1348@256(p0.58);1700@166(p0.55);2273@199(p0.32);2706@196(p0.63);3414@186(p1.00);3835@234(p1.00);4565@161(p1.00);5434@104(p1.00);6855@106(p1.00)
GrandErgOccidental,30.5,0.75,GrandErgOccidental_lat30p50_lon00p75,2800.0,2868.0,198.8,0.936,0.045,True,high,2.4,14,62@259(p1.00);447@169(p0.18);502@256(p0.51);564@224(p0.23);671@256(p0.52);1008@219(p0.38);1428@234(p0.75);1700@154(p0.47);2145@189(p0.19);2868@199(p0.94);4307@151(p0.66);5127@146(p1.00);6855@254(p1.00);8648@249(p1.00)
GrandErgOccidental,30.5,1.25,GrandErgOccidental_lat30p50_lon01p25,2400.0,2706.2,191.2,0.488,0.042,True,high,12.8,17,55@256(p1.00);236@244(p0.20);447@241(p0.62);532@244(p0.46);711@236(p0.51);951@249(p0.74);1132@181(p0.56);1428@191(p0.45);1700@249(p0.86);2024@226(p0.59);2706@191(p0.49);3618@211(p0.49);4307@209(p0.59);5127@246(p1.00);6103@181(p1.00);6855@106(p1.00);8648@111(p1.00)
GrandErgOccidental,31.0,-1.75,GrandErgOccidental_lat31p00_lon-01p75,1800.0,1700.3,181.2,0.276,0.918,True,high,5.5,16,422@181(p0.15);502@181(p0.26);564@181(p0.26);847@181(p0.44);951@181(p0.44);1132@181(p1.00);1700@181(p0.28);2024@181(p1.00);2409@181(p1.00);2706@181(p1.00);3040@181(p1.00);3414@181(p1.00);4064@181(p1.00);4838@181(p1.00);6103@181(p1.00);8160@181(p1.00)
GrandErgOccidental,31.0,-1.5,GrandErgOccidental_lat31p00_lon-01p50,1400.0,1199.9,96.2,0.73,0.119,True,high,14.3,16,55@111(p1.00);315@249(p0.16);754@96(p0.24);1008@159(p0.21);1200@96(p0.73);1604@149(p0.24);1802@99(p0.91);2273@214(p0.47);2553@164(p0.17);3040@169(p0.83);3414@151(p1.00);4064@239(p1.00);4565@236(p1.00);5759@91(p1.00);6855@151(p1.00);9166@91(p1.00)
GrandErgOccidental,31.0,1.5,GrandErgOccidental_lat31p00_lon01p50,2100.0,2145.0,193.8,0.746,0.842,True,high,2.1,19,62@249(p0.89);187@224(p0.16);236@216(p0.16);298@201(p0.25);354@194(p0.33);422@194(p0.47);564@191(p0.45);754@194(p0.37);1200@191(p0.78);1428@204(p0.25);1700@184(p0.66);2145@194(p0.75);2409@194(p1.00);2706@209(p0.52);3221@216(p0.56);3618@204(p0.52);4565@259(p1.00);5434@204(p1.00);7700@164(p1.00)
GrandErgOccidental,31.0,1.75,GrandErgOccidental_lat31p00_lon01p75,2200.0,2024.0,191.2,0.982,0.487,True,high,8.0,14,74@116(p0.83);671@194(p0.39);1008@199(p0.87);1272@186(p0.52);1604@181(p0.59);2024@191(p0.98);2409@189(p0.74);2706@191(p1.00);3040@191(p0.59);3414@194(p1.00);4064@181(p1.00);4838@181(p1.00);6103@221(p1.00);7700@196(p1.00)
GrandErgOccidental,31.0,2.25,GrandErgOccidental_lat31p00_lon02p25,1700.0,1513.8,216.2,0.684,0.073,True,high,11.0,20,66@244(p0.97);334@181(p0.25);502@191(p0.51);564@189(p0.30);711@231(p0.45);847@221(p0.27);951@176(p0.24);1068@181(p0.45);1272@166(p0.17);1514@216(p0.68);1910@161(p0.40);2145@164(p0.79);3040@129(p0.79);3618@204(p0.94);4064@214(p1.00);4565@161(p0.36);5127@214(p1.00);6103@221(p1.00);7265@129(p1.00);8648@111(p1.00)
GrandErgOccidental,31.25,1.5,GrandErgOccidental_lat31p25_lon01p50,1900.0,2024.0,191.2,0.629,0.272,True,high,6.5,17,55@94(p1.00);315@214(p0.35);474@196(p0.29);598@194(p0.15);897@91(p0.88);1200@236(p0.28);1428@94(p0.93);1604@209(p0.28);2024@191(p0.63);2553@201(p1.00);3040@206(p1.00);3414@194(p1.00);4064@171(p1.00);4565@236(p1.00);5759@191(p1.00);6855@209(p1.00);9166@221(p1.00)
GrandErgOccidental,31.25,1.75,GrandErgOccidental_lat31p25_lon01p75,1500.0,1604.3,201.2,0.36,0.568,True,high,7.0,13,59@236(p0.91);334@199(p0.22);447@196(p0.58);532@244(p0.24);754@204(p0.57);1132@124(p0.20);1604@201(p0.36);1802@204(p1.00);2706@209(p0.49);3835@196(p0.42);4565@199(p0.70);5434@204(p1.00);7700@196(p1.00)
GrandErgOccidental,31.25,2.25,GrandErgOccidental_lat31p25_lon02p25,1900.0,1909.8,168.8,0.753,0.028,True,high,0.5,19,66@244(p1.00);250@241(p0.24);422@189(p0.24);474@181(p0.43);598@181(p0.34);847@249(p0.25);951@214(p0.48);1132@161(p0.33);1348@151(p0.66);1910@169(p0.75);2553@146(p0.49);3040@154(p0.99);3414@209(p0.95);4064@226(p0.91);4565@101(p0.99);5434@256(p1.00);6103@121(p1.00);6855@254(p1.00);8648@111(p1.00)
GrandErgOccidental,31.25,2.5,GrandErgOccidental_lat31p25_lon02p50,1400.0,1428.4,131.2,0.427,0.022,True,high,2.0,18,62@231(p0.91);532@174(p0.27);598@141(p0.37);799@224(p0.38);897@181(p0.50);1008@141(p0.31);1132@139(p0.56);1428@131(p0.43);2024@159(p0.85);2553@196(p0.27);3040@154(p0.29);3618@129(p1.00);4064@134(p1.00);4565@199(p1.00);5127@229(p1.00);6103@121(p1.00);7265@231(p1.00);9166@139(p1.00)
GrandErgOccidental,31.75,2.5,GrandErgOccidental_lat31p75_lon02p50,2200.0,2145.0,166.2,0.399,0.003,True,high,2.5,18,59@239(p0.91);447@204(p0.18);502@229(p0.43);633@176(p0.38);711@174(p0.34);1068@124(p0.63);1272@156(p0.33);1428@166(p0.40);1700@161(p0.39);2145@166(p0.40);3040@181(p0.18);3618@116(p1.00);4064@181(p1.00);4565@91(p1.00);5127@146(p1.00);6103@181(p1.00);7265@231(p1.00);9166@139(p1.00)
GrandErgOccidental,31.75,2.75,GrandErgOccidental_lat31p75_lon02p75,1900.0,2024.0,148.8,0.867,0.005,True,high,6.5,17,59@231(p0.91);422@219(p0.22);598@169(p0.51);754@201(p0.35);951@181(p0.19);1132@144(p0.64);1428@141(p0.64);1700@141(p0.36);2024@149(p0.87);3040@181(p0.89);3414@181(p1.00);4064@181(p1.00);4565@161(p1.00);5127@116(p1.00);6103@121(p1.00);7265@231(p1.00);9166@91(p1.00)
GrandErgOccidental,32.0,2.5,GrandErgOccidental_lat32p00_lon02p50,1300.0,1428.4,141.2,0.611,0.017,True,high,9.9,20,70@261(p1.00);375@91(p0.17);447@154(p0.21);502@174(p0.34);564@181(p0.15);633@156(p0.65);754@161(p0.28);951@169(p0.40);1428@141(p0.61);1604@139(p0.73);1910@156(p0.51);2273@166(p0.97);2706@156(p0.77);3040@174(p1.00);3414@174(p1.00);3835@171(p1.00);4565@139(p1.00);5434@156(p1.00);6855@106(p1.00);9166@139(p1.00)
GrandErgOccidental,32.0,2.75,GrandErgOccidental_lat32p00_lon02p75,2000.0,2024.0,138.8,0.425,0.005,True,high,1.2,19,70@234(p1.00);398@246(p0.46);447@156(p0.16);502@174(p0.36);598@156(p0.56);847@169(p0.55);1200@139(p0.58);1428@159(p0.36);1604@164(p0.70);2024@139(p0.42);2273@171(p0.86);3040@181(p0.69);3618@139(p0.34);4064@181(p0.92);4565@234(p0.46);5127@214(p1.00);6103@121(p1.00);6855@151(p1.00);8648@111(p1.00)
GrandErgOrientalAlgeria,26.5,6.75,GrandErgOrientalAlgeria_lat26p50_lon06p75,2800.0,3039.6,146.2,0.505,0.005,True,high,8.6,18,250@246(p0.18);354@256(p0.28);447@251(p1.00);532@241(p0.28);754@221(p0.33);897@241(p0.69);1132@116(p0.59);1348@134(p0.51);1604@174(p0.56);1910@131(p0.28);2145@219(p0.26);3040@146(p0.51);3618@174(p0.75);4064@164(p0.90);5127@191(p1.00);6103@194(p1.00);6855@91(p1.00);8648@181(p1.00)
GrandErgOrientalAlgeria,26.5,8.0,GrandErgOrientalAlgeria_lat26p50_lon08p00,3000.0,2868.0,181.2,0.188,0.434,True,high,4.4,18,281@181(p0.26);354@181(p0.31);532@181(p0.26);598@181(p0.23);847@181(p0.39);951@181(p0.48);1068@181(p0.33);1514@181(p0.17);1910@181(p1.00);2145@181(p0.94);2553@181(p0.99);2868@181(p0.19);3221@181(p0.19);3618@181(p1.00);4307@181(p1.00);5127@181(p1.00);6468@181(p1.00);8160@181(p1.00)
GrandErgOrientalAlgeria,26.5,8.25,GrandErgOrientalAlgeria_lat26p50_lon08p25,2000.0,2145.0,238.8,0.303,0.111,True,high,7.3,17,83@241(p0.92);334@171(p0.17);422@256(p0.26);502@259(p0.16);633@216(p0.26);799@234(p0.67);951@241(p0.17);1514@209(p0.85);2145@239(p0.30);3040@241(p0.75);3414@226(p1.00);4064@216(p0.59);4565@259(p1.00);5127@214(p1.00);6103@194(p1.00);7265@211(p1.00);9166@139(p1.00)
GrandErgOrientalAlgeria,26.75,6.5,GrandErgOrientalAlgeria_lat26p75_lon06p50,3100.0,2868.0,173.8,1.0,0.054,True,high,7.5,20,148@101(p0.29);236@259(p0.23);281@101(p0.58);334@196(p0.18);375@239(p1.00);447@91(p0.39);532@91(p0.24);598@91(p0.57);754@221(p0.69);847@136(p0.37);1008@104(p0.32);1200@131(p0.61);1514@96(p0.85);1910@251(p0.59);2868@174(p1.00);4064@144(p1.00);4565@151(p1.00);5759@156(p1.00);6855@254(p1.00);9166@91(p1.00)
GrandErgOrientalAlgeria,26.75,6.75,GrandErgOrientalAlgeria_lat26p75_lon06p75,2600.0,1802.0,203.8,0.553,0.068,False,low,30.7,17,187@251(p0.15);315@254(p1.00);375@246(p0.15);671@94(p0.25);754@249(p0.53);951@226(p0.56);1132@209(p0.27);1348@209(p0.23);1604@196(p0.36);1802@204(p0.55);3414@261(p0.91);4064@164(p0.27);4565@151(p0.67);5434@129(p1.00);6103@119(p1.00);6855@254(p1.00);8648@181(p1.00)
GrandErgOrientalAlgeria,26.75,7.75,GrandErgOrientalAlgeria_lat26p75_lon07p75,2000.0,2024.0,208.8,1.0,1.0,True,high,1.2,18,88@216(p0.79);298@236(p0.23);354@204(p0.20);474@211(p0.58);598@204(p0.49);711@211(p0.29);897@211(p0.26);1008@214(p0.62);1428@204(p0.86);2024@209(p1.00);2706@231(p0.17);3040@214(p0.36);3414@216(p0.88);4307@209(p0.97);4838@199(p1.00);5759@204(p1.00);7265@149(p1.00);8160@196(p1.00)
GrandErgOrientalAlgeria,26.75,8.0,GrandErgOrientalAlgeria_lat26p75_lon08p00,2200.0,2145.0,181.2,0.998,0.833,True,high,2.5,19,105@181(p0.17);148@181(p0.19);166@181(p0.19);334@181(p0.18);532@181(p0.30);598@181(p0.27);847@181(p0.49);951@181(p0.45);1068@181(p1.00);1802@181(p0.28);2145@181(p1.00);2553@181(p1.00);2868@181(p0.49);3221@181(p0.52);3618@181(p1.00);4064@181(p1.00);5127@181(p1.00);6103@181(p1.00);8160@181(p1.00)
GrandErgOrientalAlgeria,26.75,8.25,GrandErgOrientalAlgeria_lat26p75_lon08p25,1600.0,1604.3,206.2,0.366,0.097,True,high,0.3,17,99@226(p0.95);532@211(p0.39);598@181(p0.29);711@221(p0.28);799@229(p0.46);1068@226(p0.31);1200@229(p0.67);1604@206(p0.37);2024@256(p0.44);2706@221(p0.78);3414@216(p0.18);4064@216(p1.00);4565@221(p1.00);5434@231(p1.00);6103@241(p1.00);7265@234(p1.00);9166@221(p1.00)
GrandErgOrientalAlgeria,27.0,6.5,GrandErgOrientalAlgeria_lat27p00_lon06p50,3000.0,3039.6,193.8,0.287,0.581,True,high,1.3,17,99@226(p0.66);315@214(p0.16);354@191(p0.28);474@216(p0.65);633@234(p0.43);847@191(p0.48);1200@234(p0.55);1604@194(p1.00);1802@174(p0.29);2273@166(p0.41);2706@191(p0.31);3040@194(p0.29);3414@194(p0.87);4307@189(p0.86);5127@191(p1.00);6103@194(p1.00);8160@196(p1.00)
GrandErgOrientalAlgeria,27.0,6.75,GrandErgOrientalAlgeria_lat27p00_lon06p75,3600.0,3414.0,166.2,1.0,0.006,True,high,5.2,18,93@226(p0.95);198@236(p0.19);265@226(p0.24);334@246(p0.18);422@224(p0.40);711@91(p0.52);951@196(p0.42);1272@166(p0.37);1428@194(p0.71);2024@91(p0.27);2868@174(p0.79);3414@166(p1.00);3835@156(p1.00);4838@161(p0.61);5434@104(p1.00);6103@241(p1.00);7700@126(p1.00);9166@91(p1.00)
GrandErgOrientalAlgeria,27.0,7.25,GrandErgOrientalAlgeria_lat27p00_lon07p25,1500.0,1604.3,91.2,1.0,1.0,True,high,7.0,19,148@91(p0.31);236@91(p0.16);265@91(p0.16);447@91(p0.29);598@91(p0.35);671@91(p0.15);951@91(p0.40);1068@91(p0.48);1200@91(p0.49);1604@91(p1.00);2145@91(p0.83);2553@91(p1.00);2868@91(p1.00);3414@91(p1.00);4064@91(p1.00);4565@91(p1.00);5759@91(p1.00);6855@91(p1.00);9166@91(p1.00)
GrandErgOrientalAlgeria,27.0,8.25,GrandErgOrientalAlgeria_lat27p00_lon08p25,2200.0,2024.0,251.2,1.0,1.0,True,high,8.0,15,88@249(p0.92);315@241(p0.19);447@251(p0.20);799@246(p0.32);1008@244(p0.22);1200@256(p0.22);1348@251(p0.71);1604@244(p0.27);2024@251(p1.00);2706@251(p0.77);3835@251(p0.92);5127@246(p1.00);6103@221(p1.00);6855@91(p1.00);8648@249(p1.00)
GrandErgOrientalAlgeria,27.0,8.5,GrandErgOrientalAlgeria_lat27p00_lon08p50,1800.0,1700.3,236.2,0.431,0.277,True,high,5.5,16,74@234(p0.94);315@246(p0.31);375@244(p0.37);532@131(p0.22);711@241(p0.23);1132@244(p0.85);1700@236(p0.43);1910@251(p0.76);2553@246(p0.74);3040@241(p0.65);3414@236(p0.83);4064@91(p1.00);4565@91(p1.00);5434@256(p1.00);6103@119(p1.00);7265@126(p1.00)
GrandErgOrientalAlgeria,27.25,6.5,GrandErgOrientalAlgeria_lat27p25_lon06p50,2700.0,3414.0,261.2,0.776,0.094,False,low,26.4,15,88@226(p0.74);250@96(p0.17);375@99(p0.19);474@246(p0.20);633@249(p0.64);897@261(p0.32);1132@259(p1.00);1428@181(p0.58);1910@256(p0.84);3414@261(p0.78);4064@91(p1.00);4565@259(p0.93);5434@256(p1.00);6855@254(p1.00);8648@111(p1.00)
GrandErgOrientalAlgeria,27.25,6.75,GrandErgOrientalAlgeria_lat27p25_lon06p75,3200.0,3414.0,143.8,0.777,0.014,True,high,6.7,17,70@231(p0.15);93@234(p0.96);354@251(p0.29);422@94(p0.39);598@91(p0.54);754@236(p0.62);1008@181(p0.19);1200@234(p0.19);1428@236(p0.77);1910@164(p0.39);2409@149(p0.73);2868@181(p0.45);3414@144(p0.78);4064@171(p1.00);5434@129(p1.00);6103@139(p1.00);7700@126(p1.00)
GrandErgOrientalAlgeria,27.25,8.0,GrandErgOrientalAlgeria_lat27p25_lon08p00,2000.0,2273.3,243.8,0.916,0.723,True,high,13.7,13,83@241(p0.96);281@269(p0.17);671@241(p0.33);897@231(p0.66);1200@246(p0.76);1428@246(p0.43);2273@244(p0.92);3040@231(p0.44);3414@236(p0.89);4565@236(p1.00);5434@231(p1.00);6103@221(p1.00);7265@211(p1.00)
GrandErgOrientalAlgeria,27.25,8.25,GrandErgOrientalAlgeria_lat27p25_lon08p25,2300.0,2273.3,263.8,0.909,0.625,True,high,1.2,15,78@254(p0.57);210@109(p0.21);671@261(p1.00);897@251(p0.36);1132@251(p0.25);1348@116(p0.58);1604@266(p0.32);2273@264(p0.91);3040@264(p0.66);3414@261(p1.00);3835@261(p1.00);4565@259(p1.00);5434@256(p1.00);6855@106(p1.00);8648@111(p1.00)
GrandErgOrientalAlgeria,27.25,8.5,GrandErgOrientalAlgeria_lat27p25_lon08p50,2300.0,2145.0,98.8,1.0,1.0,True,high,6.7,18,88@249(p0.43);210@91(p0.16);281@94(p0.16);502@99(p0.39);754@96(p0.80);1008@246(p0.61);1200@91(p0.85);1428@119(p0.53);1700@246(p0.18);2145@99(p1.00);2706@96(p0.81);3040@256(p1.00);3414@261(p1.00);4064@241(p1.00);4565@259(p1.00);5434@91(p1.00);6855@91(p1.00);9166@221(p1.00)
GrandErgOrientalAlgeria,27.5,6.75,GrandErgOrientalAlgeria_lat27p50_lon06p75,2200.0,2273.3,236.2,0.801,0.255,True,high,3.3,16,93@229(p0.97);398@234(p0.41);598@101(p0.19);671@244(p0.47);951@136(p0.15);1200@234(p0.84);1428@261(p0.33);1700@231(p0.49);2273@236(p0.80);2706@251(p0.39);3618@174(p0.27);4064@171(p0.70);4565@151(p0.51);5434@231(p1.00);6103@139(p1.00);7700@126(p1.00)
GrandErgOrientalAlgeria,27.5,7.25,GrandErgOrientalAlgeria_lat27p50_lon07p25,2100.0,2273.3,243.8,0.476,0.121,True,high,8.3,14,78@236(p0.97);447@231(p0.34);754@226(p0.61);897@244(p0.30);1132@231(p0.27);1272@201(p0.33);1802@236(p0.87);2273@244(p0.48);2868@249(p0.62);3221@246(p0.75);4307@229(p0.88);5434@231(p1.00);6103@119(p1.00);7700@234(p1.00)
GrandErgOrientalAlgeria,27.5,7.5,GrandErgOrientalAlgeria_lat27p50_lon07p50,3800.0,4064.0,228.8,1.0,0.31,True,high,6.9,19,88@239(p0.95);298@234(p0.24);422@234(p0.23);671@251(p0.33);754@241(p0.16);951@231(p0.45);1200@226(p0.26);1348@219(p0.30);1514@239(p0.53);2145@231(p0.81);2553@234(p0.33);3040@231(p0.77);3414@226(p1.00);4064@229(p1.00);4565@221(p1.00);5434@231(p1.00);6103@221(p1.00);7700@234(p1.00);9166@221(p1.00)
GrandErgOrientalAlgeria,27.5,8.0,GrandErgOrientalAlgeria_lat27p50_lon08p00,2600.0,2706.2,251.2,0.824,0.279,True,high,4.1,18,78@256(p1.00);281@181(p0.16);398@181(p0.15);671@181(p0.24);754@181(p0.48);1008@251(p0.48);1348@181(p0.72);1604@251(p0.92);2024@246(p0.62);2409@254(p0.37);2706@251(p0.82);3040@256(p0.45);3414@254(p0.94);4565@199(p0.58);5127@181(p1.00);6103@181(p1.00);6855@254(p1.00);8648@249(p1.00)
GrandErgOrientalAlgeria,27.5,8.25,GrandErgOrientalAlgeria_lat27p50_lon08p25,2300.0,2273.3,263.8,0.864,0.699,True,high,1.2,17,83@256(p1.00);447@251(p0.37);564@256(p0.44);711@94(p0.37);1008@249(p0.75);1348@251(p0.71);1700@259(p0.29);1910@261(p0.57);2273@264(p0.86);2553@264(p0.75);3040@119(p0.32);3414@106(p0.56);3835@261(p1.00);4565@259(p1.00);5434@256(p1.00);6855@106(p1.00);8648@249(p1.00)
GrandErgOrientalAlgeria,27.75,6.75,GrandErgOrientalAlgeria_lat27p75_lon06p75,2400.0,2145.0,176.2,0.723,0.169,True,high,10.6,16,93@189(p1.00);223@194(p0.22);265@171(p0.21);422@174(p0.44);532@156(p0.16);671@176(p0.38);847@156(p0.49);1428@176(p0.92);1910@94(p0.33);2145@176(p0.72);2706@174(p0.99);3618@149(p1.00);4064@196(p1.00);5127@181(p1.00);6468@181(p1.00);8160@164(p1.00)
GrandErgOrientalAlgeria,27.75,7.25,GrandErgOrientalAlgeria_lat27p75_lon07p25,2100.0,2145.0,238.8,0.868,0.27,True,high,2.1,16,74@239(p1.00);532@216(p0.43);847@236(p0.30);951@246(p0.25);1068@244(p0.36);1272@241(p0.67);2145@239(p0.87);2868@234(p0.37);3414@236(p0.59);3835@234(p0.57);4565@236(p0.65);5127@246(p1.00);6103@241(p1.00);6855@254(p1.00);7700@234(p1.00);8648@249(p1.00)
GrandErgOrientalAlgeria,27.75,7.5,GrandErgOrientalAlgeria_lat27p75_lon07p50,2800.0,2868.0,203.8,0.415,0.04,True,high,2.4,19,74@236(p0.96);250@259(p0.16);375@239(p0.15);474@149(p0.34);532@236(p0.22);598@181(p0.50);799@241(p0.46);1132@246(p0.80);1428@254(p0.45);1700@241(p0.67);1910@249(p0.44);2145@231(p0.15);2409@229(p0.39);2868@204(p0.41);4064@261(p0.59);4565@259(p1.00);5434@229(p1.00);6103@221(p1.00);7700@126(p1.00)
GrandErgOrientalAlgeria,27.75,8.0,GrandErgOrientalAlgeria_lat27p75_lon08p00,2700.0,2706.2,181.2,1.0,0.836,True,high,0.2,16,83@259(p0.92);398@181(p0.33);564@181(p0.38);711@181(p0.29);897@181(p0.78);1008@181(p0.37);1348@181(p0.51);1802@181(p0.43);2024@181(p1.00);2706@181(p1.00);3040@181(p1.00);3618@244(p1.00);4064@241(p1.00);4838@181(p1.00);6103@181(p1.00);8160@181(p1.00)
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,2000.0,1802.0,256.2,0.236,0.063,True,high,9.9,17,83@259(p1.00);375@129(p0.41);532@224(p0.50);633@236(p0.33);799@229(p0.66);1132@91(p0.41);1514@256(p0.91);1802@256(p0.24);2273@254(p0.71);2553@159(p0.47);3040@166(p0.71);3414@99(p0.84);3835@204(p1.00);4307@249(p1.00);5127@214(p1.00);6855@106(p1.00);8648@111(p1.00)
GrandErgOrientalAlgeria,28.25,7.5,GrandErgOrientalAlgeria_lat28p25_lon07p50,2300.0,2273.3,263.8,0.329,0.282,True,high,1.2,24,125@94(p1.00);157@91(p0.18);298@204(p0.26);334@241(p0.29);398@259(p0.17);447@231(p0.35);502@179(p0.37);564@186(p0.25);633@96(p0.49);754@101(p0.55);897@174(p0.24);1200@91(p0.87);1348@184(p0.22);1514@266(p0.28);2024@241(p0.63);2273@264(p0.33);2553@264(p1.00);3040@264(p0.66);3414@91(p1.00);4064@91(p1.00);4565@101(p1.00);5759@91(p1.00);6855@106(p1.00);9166@91(p1.00)
GrandErgOrientalAlgeria,28.5,8.75,GrandErgOrientalAlgeria_lat28p50_lon08p75,3000.0,3039.6,148.8,1.0,0.071,True,high,1.3,18,93@94(p1.00);236@91(p0.28);281@249(p0.18);398@94(p0.16);564@171(p0.44);711@94(p0.67);1008@104(p0.49);1604@159(p0.31);1802@104(p0.59);2145@161(p0.49);2706@174(p0.98);3040@149(p1.00);3414@194(p1.00);4064@189(p1.00);4565@161(p1.00);5434@131(p1.00);6855@149(p1.00);9166@139(p1.00)
GrandErgOrientalAlgeria,30.5,9.75,GrandErgOrientalAlgeria_lat30p50_lon09p75,1000.0,1008.0,98.8,0.879,0.771,True,high,0.8,18,59@91(p1.00);315@251(p0.43);447@99(p0.28);502@91(p0.41);633@266(p0.47);754@91(p0.64);1008@99(p0.88);1428@266(p0.15);1700@101(p0.97);2145@96(p0.52);2553@246(p1.00);3040@256(p0.51);3414@106(p1.00);3835@109(p1.00);4565@236(p1.00);5434@156(p1.00);6855@254(p1.00);9166@221(p1.00)
GrandErgOrientalAlgeria,31.0,9.5,GrandErgOrientalAlgeria_lat31p00_lon09p50,2300.0,2145.0,258.8,0.718,0.446,True,high,6.7,22,70@111(p0.71);210@109(p0.18);250@99(p0.31);334@99(p0.28);398@91(p0.83);474@264(p0.21);598@96(p0.37);711@104(p0.41);799@91(p0.33);1008@269(p0.61);1132@119(p0.35);1272@101(p1.00);1700@234(p0.28);2145@259(p0.72);2553@114(p0.93);3040@96(p1.00);3414@91(p1.00);4064@91(p1.00);4565@91(p1.00);5434@91(p1.00);6855@91(p1.00);9166@139(p1.00)
GrandErgOrientalAlgeria,31.0,9.75,GrandErgOrientalAlgeria_lat31p00_lon09p75,1200.0,1132.2,166.2,0.381,0.868,True,high,5.7,18,62@104(p0.80);265@184(p0.28);375@181(p0.20);532@206(p0.33);711@196(p0.46);847@194(p1.00);1132@166(p0.38);1428@104(p0.52);1604@216(p0.19);2145@101(p0.92);2553@201(p0.76);3040@181(p0.66);3414@226(p1.00);3835@109(p0.97);4565@161(p1.00);5434@104(p1.00);6855@106(p1.00);8648@111(p1.00)
GrandErgOrientalAlgeria,31.25,9.5,GrandErgOrientalAlgeria_lat31p25_lon09p50,100.0,58.5,108.8,0.681,0.25,False,low,41.5,23,59@109(p0.68);198@129(p0.19);250@96(p0.24);281@91(p0.24);315@99(p0.30);422@96(p0.47);474@96(p0.21);633@91(p0.26);754@96(p0.81);847@99(p0.50);1132@94(p1.00);1428@91(p0.61);1700@99(p0.79);1910@109(p0.37);2273@246(p0.70);2553@114(p0.63);3040@139(p1.00);3414@134(p1.00);3835@109(p1.00);4565@199(p1.00);5434@204(p1.00);6855@209(p1.00);9166@221(p1.00)
GrandErgOrientalAlgeria,31.25,9.75,GrandErgOrientalAlgeria_lat31p25_lon09p75,700.0,633.3,211.2,0.99,1.0,True,high,9.5,15,39@109(p0.86);223@181(p0.17);298@211(p0.19);354@204(p0.16);564@204(p0.20);633@211(p0.99);1008@209(p0.73);1428@186(p0.77);1802@134(p0.29);2145@144(p0.18);3221@144(p0.73);3618@156(p0.82);4565@101(p1.00);5434@91(p1.00);6855@254(p1.00)
GrandErgOrientalAlgeria,31.75,9.25,GrandErgOrientalAlgeria_lat31p75_lon09p25,700.0,846.8,211.2,0.392,0.255,True,high,21.0,22,52@94(p0.19);140@226(p0.23);223@221(p0.74);265@224(p0.25);398@91(p0.22);502@226(p0.35);847@211(p0.39);1008@156(p0.73);1200@104(p0.23);1428@109(p0.50);1604@139(p0.23);2024@176(p0.78);2553@139(p0.77);2868@126(p0.55);3221@246(p0.87);3618@129(p0.65);4064@134(p1.00);4565@259(p1.00);5127@229(p1.00);6103@239(p1.00);7265@231(p1.00);9166@221(p1.00)
GrandErgOrientalAlgeria,31.75,9.5,GrandErgOrientalAlgeria_lat31p75_lon09p50,900.0,951.1,91.2,0.52,0.254,True,high,5.7,24,41@91(p1.00);117@199(p0.17);176@199(p0.24);198@214(p0.15);223@211(p0.28);281@111(p0.16);334@211(p0.18);422@214(p0.16);532@156(p0.18);598@239(p0.18);847@124(p0.25);951@91(p0.52);1132@139(p0.55);1348@171(p0.15);1514@109(p0.76);2145@189(p0.60);2553@109(p0.94);3040@121(p1.00);3414@181(p1.00);3835@164(p1.00);4565@161(p1.00);5434@156(p1.00);6855@151(p1.00);9166@139(p1.00)
GrandErgOrientalAlgeria,32.0,9.25,GrandErgOrientalAlgeria_lat32p00_lon09p25,1300.0,1347.7,193.8,0.367,0.415,True,high,3.7,16,44@214(p1.00);176@209(p0.52);223@204(p0.19);671@239(p0.65);1008@204(p0.58);1348@194(p0.37);1700@201(p0.83);2145@171(p0.62);2553@151(p0.36);2868@191(p0.74);3221@194(p0.60);3618@139(p0.99);4565@199(p1.00);5434@91(p1.00);6855@91(p1.00);7700@181(p1.00)
